Station,Date,Influx,Tickets,Pre-booked,Onspot,Revenue
ST02,7/11/2022,9620,6804,5089,1715,34020
ST02,7/12/2022,3081,814,592,222,4070
ST02,7/13/2022,4722,1214,1073,141,6070
ST02,7/14/2022,7212,3400,2668,732,17000
ST02,7/15/2022,9049,5035,4373,662,25175
ST02,7/16/2022,9021,2299,1906,393,11495
ST02,7/17/2022,8678,8003,7321,682,40015
ST02,7/18/2022,7098,3836,2828,1008,19180
ST02,7/19/2022,3444,1639,1438,201,8195
ST02,7/20/2022,4053,1694,1472,222,8470
ST02,7/21/2022,8258,2163,1715,448,10815
ST02,7/22/2022,5573,2221,1822,399,11105
ST02,7/23/2022,3158,2770,2174,596,13850
ST02,7/24/2022,8781,4491,3855,636,22455
ST02,7/25/2022,6117,5827,4763,1064,29135
ST02,7/26/2022,7254,5037,3706,1331,25185
ST02,7/27/2022,4492,3951,3197,754,19755
ST02,7/28/2022,3178,1587,1215,372,7935
ST02,7/29/2022,5560,5219,4572,647,26095
ST02,7/30/2022,6112,4903,4174,729,24515
ST02,7/31/2022,9719,4277,3260,1017,21385
ST02,8/1/2022,7722,5643,4061,1582,28215
ST02,8/2/2022,6111,5423,4780,643,27115
ST02,8/3/2022,3643,1501,1086,415,7505
ST02,8/4/2022,8896,1225,944,281,6125
ST02,8/5/2022,8559,2879,2497,382,14395
ST02,8/6/2022,6555,953,671,282,4765
ST02,8/7/2022,9286,3817,3061,756,19085
ST02,8/8/2022,6747,809,694,115,4045
ST02,8/9/2022,9157,4632,3647,985,23160
ST02,8/10/2022,6943,4065,3636,429,20325
ST02,8/11/2022,8961,2835,2096,739,14175
ST02,8/12/2022,9956,3111,2500,611,15555
ST02,8/13/2022,3784,1081,763,318,5405
ST02,8/14/2022,3021,1482,1311,171,7410
ST02,8/15/2022,7923,4485,3474,1011,22425
ST02,8/16/2022,6353,1066,878,188,5330
ST02,8/17/2022,8435,6321,5104,1217,31605
ST02,8/18/2022,8818,1497,1375,122,7485
ST02,8/19/2022,6211,5523,4642,881,27615
ST02,8/20/2022,9803,9448,8435,1013,47240
ST02,8/21/2022,5322,3078,2726,352,15390
ST02,8/22/2022,8003,3167,2900,267,15835
ST02,8/23/2022,5068,2615,1842,773,13075
ST02,8/24/2022,9313,2220,1568,652,11100
ST02,8/25/2022,6894,2848,2224,624,14240
ST02,8/26/2022,7490,3439,2518,921,17195
ST02,8/27/2022,3589,716,580,136,3580
ST02,8/28/2022,4922,3488,2846,642,17440
ST02,8/29/2022,4817,2622,2398,224,13110
ST02,8/30/2022,7891,4765,4080,685,23825
ST02,8/31/2022,5126,3925,3544,381,19625
ST02,9/1/2022,6301,3219,2652,567,16095
ST02,9/2/2022,6945,6247,5088,1159,31235
ST02,9/3/2022,6961,4129,3222,907,20645
ST02,9/4/2022,7678,4057,3596,461,20285
ST02,9/5/2022,4261,3022,2129,893,15110
ST02,9/6/2022,3231,406,345,61,2030
ST02,9/7/2022,7037,1490,1115,375,7450
ST02,9/8/2022,6290,1232,1107,125,6160
ST02,9/9/2022,5956,2796,2415,381,13980
ST02,9/10/2022,4716,2932,2520,412,14660
ST02,9/11/2022,7053,3067,2438,629,15335
ST02,9/12/2022,3070,1745,1229,516,8725
ST02,9/13/2022,9359,2492,2276,216,12460
ST02,9/14/2022,4745,3799,3308,491,18995
ST02,9/15/2022,4457,1799,1367,432,8995
ST02,9/16/2022,6020,2109,1863,246,10545
ST02,9/17/2022,6546,1993,1745,248,9965
ST02,9/18/2022,5308,2219,1877,342,11095
ST02,9/19/2022,9667,6642,5644,998,33210
ST02,9/20/2022,6097,5663,3976,1687,28315
ST02,9/21/2022,3334,2800,2343,457,14000
ST02,9/22/2022,3313,2411,1849,562,12055
ST02,9/23/2022,8758,1092,785,307,5460
ST02,9/24/2022,9563,5138,4460,678,25690
ST02,9/25/2022,7733,5885,4905,980,29425
ST02,9/26/2022,6899,4297,3176,1121,21485
ST02,9/27/2022,8062,7069,5939,1130,35345
ST02,9/28/2022,9110,3973,2910,1063,19865
ST02,9/29/2022,7758,7485,6781,704,37425
ST02,9/30/2022,9783,6799,5753,1046,33995
ST02,10/1/2022,8439,4691,3785,906,23455
ST02,10/2/2022,3757,2323,1835,488,11615
ST02,10/3/2022,9581,5670,4523,1147,28350
ST02,10/4/2022,9147,7389,5471,1918,36945
ST02,10/5/2022,9219,7411,6492,919,37055
ST02,10/6/2022,6597,3725,2897,828,18625
ST02,10/7/2022,3967,493,436,57,2465
ST02,10/8/2022,5956,3586,2982,604,17930
ST02,10/9/2022,3296,2581,2075,506,12905
ST02,10/10/2022,6402,2085,1890,195,10425
ST02,10/11/2022,5595,1008,914,94,5040
ST02,10/12/2022,5329,755,653,102,3775
ST02,10/13/2022,8999,7639,5383,2256,38195
ST02,10/14/2022,5616,2055,1493,562,10275
ST02,10/15/2022,5722,4856,4023,833,24280
ST02,10/16/2022,9982,8838,6487,2351,44190
ST02,10/17/2022,4656,3306,2422,884,16530
ST02,10/18/2022,7895,6555,4773,1782,32775
ST02,10/19/2022,3687,2347,1852,495,11735
ST02,10/20/2022,6924,5883,5167,716,29415
ST02,10/21/2022,7507,4242,3879,363,21210
ST02,10/22/2022,7005,3198,2307,891,15990
ST02,10/23/2022,5349,2893,2345,548,14465
ST02,10/24/2022,7056,3533,3205,328,17665
ST02,10/25/2022,6045,5402,3987,1415,27010
ST02,10/26/2022,3897,3304,2631,673,16520
ST02,10/27/2022,9272,8174,6769,1405,40870
ST02,10/28/2022,9205,2034,1444,590,10170
ST02,10/29/2022,6018,1077,799,278,5385
ST02,10/30/2022,8073,6091,4664,1427,30455
ST02,10/31/2022,9899,5263,3733,1530,26315
ST02,11/1/2022,9719,4990,4548,442,24950
ST02,11/2/2022,4410,2208,1674,534,11040
ST02,11/3/2022,6084,3585,2818,767,17925
ST02,11/4/2022,7193,1977,1442,535,9885
ST02,11/5/2022,3495,3113,2694,419,15565
ST02,11/6/2022,9602,7937,6661,1276,39685
ST02,11/7/2022,5752,4820,3585,1235,24100
ST02,11/8/2022,5317,2274,2005,269,11370
ST02,11/9/2022,4004,1467,1299,168,7335
ST02,11/10/2022,4549,597,526,71,2985
ST02,11/11/2022,8623,5991,4622,1369,29955
ST02,11/12/2022,8553,6979,5760,1219,34895
ST02,11/13/2022,9577,5870,5128,742,29350
ST02,11/14/2022,3550,1572,1127,445,7860
ST02,11/15/2022,8464,5497,4516,981,27485
ST02,11/16/2022,7186,7012,5544,1468,35060
ST02,11/17/2022,7014,4634,3474,1160,23170
ST02,11/18/2022,7782,3936,3272,664,19680
ST02,11/19/2022,6940,2793,2305,488,13965
ST02,11/20/2022,7581,6693,5110,1583,33465
ST02,11/21/2022,3932,3104,2530,574,15520
ST02,11/22/2022,5523,4929,3862,1067,24645
ST02,11/23/2022,7554,4917,4060,857,24585
ST02,11/24/2022,3095,2672,2378,294,13360
ST02,11/25/2022,7779,7095,5881,1214,35475
ST02,11/26/2022,4746,3401,2463,938,17005
ST02,11/27/2022,8016,6547,5897,650,32735
ST02,11/28/2022,5707,2021,1611,410,10105
ST02,11/29/2022,8424,5124,3829,1295,25620
ST02,11/30/2022,9809,1514,1329,185,7570
ST02,12/1/2022,6762,4492,3865,627,22460
ST02,12/2/2022,9283,3021,2424,597,15105
ST02,12/3/2022,7815,5562,4108,1454,27810
ST02,12/4/2022,7952,7164,5583,1581,35820
ST02,12/5/2022,8959,3842,3162,680,19210
ST02,12/6/2022,7815,3099,2501,598,15495
ST02,12/7/2022,4724,4336,3951,385,21680
ST02,12/8/2022,6927,2062,1864,198,10310
ST02,12/9/2022,6288,4028,3419,609,20140
ST02,12/10/2022,4083,2126,1937,189,10630
ST02,12/11/2022,7159,3956,3627,329,19780
ST02,12/12/2022,6940,5613,4466,1147,28065
ST02,12/13/2022,7710,6006,5217,789,30030
ST02,12/14/2022,6308,5057,3907,1150,25285
ST02,12/15/2022,9158,3616,3076,540,18080
ST02,12/16/2022,5199,1562,1321,241,7810
ST02,12/17/2022,6738,5752,4317,1435,28760
ST02,12/18/2022,7101,5874,5208,666,29370
ST02,12/19/2022,3912,2255,1926,329,11275
ST02,12/20/2022,7196,4775,3465,1310,23875
ST02,12/21/2022,3614,2177,1589,588,10885
ST02,12/22/2022,5062,4216,3862,354,21080
ST02,12/23/2022,6313,2931,2570,361,14655
ST02,12/24/2022,4675,3687,3143,544,18435
ST02,12/25/2022,5939,3499,3179,320,17495
ST02,12/26/2022,7333,3589,3221,368,17945
ST02,12/27/2022,5922,3575,2724,851,17875
ST02,12/28/2022,7624,1112,873,239,5560
ST02,12/29/2022,5567,5087,3597,1490,25435
ST02,12/30/2022,4157,1325,1086,239,6625
ST02,12/31/2022,5370,1341,942,399,6705
ST03,1/1/2022,6931,4749,3537,1212,23745
ST03,1/2/2022,6521,4697,4110,587,23485
ST03,1/3/2022,3435,2335,1825,510,11675
ST03,1/4/2022,6419,5176,4364,812,25880
ST03,1/5/2022,8880,2286,1728,558,11430
ST03,1/6/2022,9139,1334,1140,194,6670
ST03,1/7/2022,4995,1321,1112,209,6605
ST03,1/8/2022,6247,3424,2766,658,17120
ST03,1/9/2022,4100,1969,1656,313,9845
ST03,1/10/2022,8257,5256,4626,630,26280
ST03,1/11/2022,4830,2763,2504,259,13815
ST03,1/12/2022,7616,4440,4075,365,22200
ST03,1/13/2022,6150,5806,5251,555,29030
ST03,1/14/2022,9476,3349,2553,796,16745
ST03,1/15/2022,3625,1415,1214,201,7075
ST03,1/16/2022,8123,7955,7093,862,39775
ST03,1/17/2022,4836,2970,2512,458,14850
ST03,1/18/2022,6715,1859,1348,511,9295
ST03,1/19/2022,8173,7013,5519,1494,35065
ST03,1/20/2022,4289,1831,1289,542,9155
ST03,1/21/2022,9654,4256,3251,1005,21280
ST03,1/22/2022,3014,1799,1391,408,8995
ST03,1/23/2022,5904,1885,1323,562,9425
ST03,1/24/2022,9878,5186,4016,1170,25930
ST03,1/25/2022,4160,998,864,134,4990
ST03,1/26/2022,4647,3779,2905,874,18895
ST03,1/27/2022,9351,6712,5674,1038,33560
ST03,1/28/2022,3103,700,550,150,3500
ST03,1/29/2022,7354,5293,4265,1028,26465
ST03,1/30/2022,6195,2884,2187,697,14420
ST03,1/31/2022,6896,5538,4941,597,27690
ST03,2/1/2022,3726,1167,954,213,5835
ST03,2/2/2022,7764,5585,4977,608,27925
ST03,2/3/2022,5881,3801,2917,884,19005
ST03,2/4/2022,8221,4129,3619,510,20645
ST03,2/5/2022,6434,3233,2482,751,16165
ST03,2/6/2022,8716,2870,2503,367,14350
ST03,2/7/2022,7289,3917,3126,791,19585
ST03,2/8/2022,9742,3872,2979,893,19360
ST03,2/9/2022,3669,1908,1528,380,9540
ST03,2/10/2022,7710,5349,4654,695,26745
ST03,2/11/2022,9169,3264,2728,536,16320
ST03,2/12/2022,6033,1274,1081,193,6370
ST03,2/13/2022,8579,7489,5836,1653,37445
ST03,2/14/2022,4464,1808,1559,249,9040
ST03,2/15/2022,7410,6764,5854,910,33820
ST03,2/16/2022,5458,5160,3616,1544,25800
ST03,2/17/2022,3694,2060,1651,409,10300
ST03,2/18/2022,8429,6611,5383,1228,33055
ST03,2/19/2022,7777,2346,1900,446,11730
ST03,2/20/2022,5803,1443,1292,151,7215
ST03,2/21/2022,5631,2936,2408,528,14680
ST03,2/22/2022,8802,5977,4299,1678,29885
ST03,2/23/2022,7065,2644,1852,792,13220
ST03,2/24/2022,6798,5026,4271,755,25130
ST03,2/25/2022,8764,7079,5951,1128,35395
ST03,2/26/2022,6530,840,755,85,4200
ST03,2/27/2022,6524,1985,1415,570,9925
ST03,2/28/2022,9560,2071,1781,290,10355
ST03,3/1/2022,6159,2562,1911,651,12810
ST03,3/2/2022,3048,2489,2276,213,12445
ST03,3/3/2022,6274,2115,1665,450,10575
ST03,3/4/2022,6715,896,794,102,4480
ST03,3/5/2022,9553,7025,6040,985,35125
ST03,3/6/2022,3565,3156,2547,609,15780
ST03,3/7/2022,8118,3153,2574,579,15765
ST03,3/8/2022,9150,8908,6587,2321,44540
ST03,3/9/2022,5144,1839,1465,374,9195
ST03,3/10/2022,8597,2372,2111,261,11860
ST03,3/11/2022,5735,4153,3694,459,20765
ST03,3/12/2022,7805,5240,4356,884,26200
ST03,3/13/2022,6452,1087,975,112,5435
ST03,3/14/2022,4242,3135,2393,742,15675
ST03,3/15/2022,3773,1398,1211,187,6990
ST03,3/16/2022,7310,5114,4412,702,25570
ST03,3/17/2022,6813,4893,3949,944,24465
ST03,3/18/2022,6010,2115,1839,276,10575
ST03,3/19/2022,5437,2994,2507,487,14970
ST03,3/20/2022,5072,3687,2973,714,18435
ST03,3/21/2022,5525,5042,4306,736,25210
ST03,3/22/2022,4022,2472,2274,198,12360
ST03,3/23/2022,4264,774,708,66,3870
ST03,3/24/2022,4490,3532,2749,783,17660
ST03,3/25/2022,6997,2019,1497,522,10095
ST03,3/26/2022,6035,1820,1344,476,9100
ST03,3/27/2022,9975,2071,1710,361,10355
ST03,3/28/2022,8911,4519,3435,1084,22595
ST03,3/29/2022,9077,3620,3228,392,18100
ST03,3/30/2022,7212,5484,3979,1505,27420
ST03,3/31/2022,6331,1731,1433,298,8655
ST03,4/1/2022,8889,1909,1566,343,9545
ST03,4/2/2022,4719,2082,1761,321,10410
ST03,4/3/2022,7628,2661,2045,616,13305
ST03,4/4/2022,4015,2682,2272,410,13410
ST03,4/5/2022,4558,799,658,141,3995
ST03,4/6/2022,4652,2861,2057,804,14305
ST03,4/7/2022,5982,4885,4359,526,24425
ST03,4/8/2022,8242,7175,5714,1461,35875
ST03,4/9/2022,9283,3941,3036,905,19705
ST03,4/10/2022,4011,918,746,172,4590
ST03,4/11/2022,3405,2904,2325,579,14520
ST03,4/12/2022,5460,1789,1404,385,8945
ST03,4/13/2022,7591,3185,2708,477,15925
ST03,4/14/2022,9510,5892,5128,764,29460
ST03,4/15/2022,5775,4945,4405,540,24725
ST03,4/16/2022,3681,1829,1330,499,9145
ST03,4/17/2022,9493,7160,6323,837,35800
ST03,4/18/2022,6133,5393,4070,1323,26965
ST03,4/19/2022,6710,2779,2206,573,13895
ST03,4/20/2022,5950,2217,1963,254,11085
ST03,4/21/2022,3123,582,448,134,2910
ST03,4/22/2022,7525,4920,3935,985,24600
ST03,4/23/2022,8617,4207,3797,410,21035
ST03,4/24/2022,7472,4810,4245,565,24050
ST03,4/25/2022,7475,2598,2308,290,12990
ST03,4/26/2022,8820,1915,1544,371,9575
ST03,4/27/2022,4152,2343,2047,296,11715
ST03,4/28/2022,3164,1733,1512,221,8665
ST03,4/29/2022,3469,1462,1037,425,7310
ST03,4/30/2022,5395,4657,3380,1277,23285
ST03,5/1/2022,4840,1290,1019,271,6450
ST03,5/2/2022,6380,2659,2263,396,13295
ST03,5/3/2022,9465,2596,2301,295,12980
ST03,5/4/2022,8154,7790,6566,1224,38950
ST03,5/5/2022,8220,2241,1873,368,11205
ST03,5/6/2022,7311,4303,3426,877,21515
ST03,5/7/2022,5020,3357,2840,517,16785
ST03,5/8/2022,5872,1784,1369,415,8920
ST03,5/9/2022,5054,2615,1971,644,13075
ST03,5/10/2022,4801,3352,2718,634,16760
ST03,5/11/2022,3318,2906,2559,347,14530
ST03,5/12/2022,5409,4354,3354,1000,21770
ST03,5/13/2022,5003,2440,2239,201,12200
ST03,5/14/2022,6702,3438,2634,804,17190
ST03,5/15/2022,4864,3019,2725,294,15095
ST03,5/16/2022,9677,1149,987,162,5745
ST03,5/17/2022,8771,7344,6647,697,36720
ST03,5/18/2022,4609,1489,1132,357,7445
ST03,5/19/2022,5061,2808,2436,372,14040
ST03,5/20/2022,9400,2512,1869,643,12560
ST03,5/21/2022,9079,5221,4395,826,26105
ST03,5/22/2022,5825,3023,2654,369,15115
ST03,5/23/2022,5253,4293,3310,983,21465
ST03,5/24/2022,3880,1383,1051,332,6915
ST03,5/25/2022,6020,4412,3777,635,22060
ST03,5/26/2022,8971,4434,3456,978,22170
ST03,5/27/2022,8613,1440,1150,290,7200
ST03,5/28/2022,4165,2143,1859,284,10715
ST03,5/29/2022,5257,2988,2248,740,14940
ST03,5/30/2022,8336,6386,5812,574,31930
ST03,5/31/2022,3135,1971,1696,275,9855
ST03,6/1/2022,3465,1935,1394,541,9675
ST03,6/2/2022,6402,3570,2892,678,17850
ST03,6/3/2022,9312,5482,4347,1135,27410
ST03,6/4/2022,4264,1149,944,205,5745
ST03,6/5/2022,4568,3775,2916,859,18875
ST03,6/6/2022,9394,9008,7716,1292,45040
ST03,6/7/2022,9211,4532,3337,1195,22660
ST03,6/8/2022,3709,3330,2410,920,16650
ST03,6/9/2022,7291,5389,4072,1317,26945
ST03,6/10/2022,6622,2093,1836,257,10465
ST03,6/11/2022,8327,2796,2030,766,13980
ST03,6/12/2022,6219,5563,4297,1266,27815
ST03,6/13/2022,8217,4843,3786,1057,24215
ST03,6/14/2022,9194,4912,3788,1124,24560
ST03,6/15/2022,3340,1630,1424,206,8150
ST03,6/16/2022,7838,1009,774,235,5045
ST03,6/17/2022,5747,1182,914,268,5910
ST03,6/18/2022,7946,7241,5484,1757,36205
ST03,6/19/2022,6229,2117,1883,234,10585
ST03,6/20/2022,8911,6387,4559,1828,31935
ST03,6/21/2022,8727,8573,7146,1427,42865
ST03,6/22/2022,8408,4746,3634,1112,23730
ST03,6/23/2022,8331,3098,2799,299,15490
ST03,6/24/2022,7212,6507,5629,878,32535
ST03,6/25/2022,5724,2189,1959,230,10945
ST03,6/26/2022,3855,1298,1081,217,6490
ST03,6/27/2022,7177,6225,5094,1131,31125
ST03,6/28/2022,9178,2742,2471,271,13710
ST03,6/29/2022,9271,3222,2265,957,16110
ST03,6/30/2022,6775,6094,5220,874,30470
ST03,7/1/2022,4193,483,365,118,2415
ST03,7/2/2022,5243,3800,2894,906,19000
ST03,7/3/2022,4924,1823,1497,326,9115
ST03,7/4/2022,3167,499,355,144,2495
ST03,7/5/2022,6183,6075,4886,1189,30375
ST03,7/6/2022,7839,2022,1605,417,10110
ST03,7/7/2022,7924,5106,4626,480,25530
ST03,7/8/2022,4927,1479,1093,386,7395
ST03,7/9/2022,4169,3656,3154,502,18280
ST03,7/10/2022,9581,7518,6527,991,37590
ST03,7/11/2022,7579,6727,5139,1588,33635
ST03,7/12/2022,4459,3490,2526,964,17450
ST03,7/13/2022,3572,1119,1029,90,5595
ST03,7/14/2022,5111,4701,3589,1112,23505
ST03,7/15/2022,8753,8407,7289,1118,42035
ST03,7/16/2022,6216,4772,4064,708,23860
ST03,7/17/2022,4536,1995,1464,531,9975
ST03,7/18/2022,6939,6723,4776,1947,33615
ST03,7/19/2022,5772,2701,2137,564,13505
ST03,7/20/2022,6563,5198,4164,1034,25990
ST03,7/21/2022,4153,2570,1914,656,12850
ST03,7/22/2022,6707,1227,860,367,6135
ST03,7/23/2022,3636,2713,2241,472,13565
ST03,7/24/2022,4805,4484,3262,1222,22420
ST03,7/25/2022,9514,7599,5825,1774,37995
ST03,7/26/2022,5245,2279,1600,679,11395
ST03,7/27/2022,4147,643,556,87,3215
ST03,7/28/2022,5361,3143,2766,377,15715
ST03,7/29/2022,4121,3242,2921,321,16210
ST03,7/30/2022,8629,7082,6297,785,35410
ST03,7/31/2022,7276,2964,2428,536,14820
ST03,8/1/2022,6943,4830,3547,1283,24150
ST03,8/2/2022,8225,2769,2501,268,13845
ST03,8/3/2022,8426,6271,4593,1678,31355
ST03,8/4/2022,4879,843,743,100,4215
ST03,8/5/2022,8912,1649,1315,334,8245
ST03,8/6/2022,6394,2958,2311,647,14790
ST03,8/7/2022,6012,2378,1695,683,11890
ST03,8/8/2022,3004,2511,2111,400,12555
ST03,8/9/2022,6107,2696,2440,256,13480
ST03,8/10/2022,4192,2460,1832,628,12300
ST03,8/11/2022,8770,4483,3411,1072,22415
ST03,8/12/2022,9807,6824,5612,1212,34120
ST03,8/13/2022,8755,7360,6219,1141,36800
ST03,8/14/2022,5752,4512,3915,597,22560
ST03,8/15/2022,4443,4303,3446,857,21515
ST03,8/16/2022,5716,1707,1442,265,8535
ST03,8/17/2022,7928,1055,810,245,5275
ST03,8/18/2022,6342,5060,4294,766,25300
ST03,8/19/2022,3900,1634,1196,438,8170
ST03,8/20/2022,7107,5001,4466,535,25005
ST03,8/21/2022,6974,2409,1739,670,12045
ST03,8/22/2022,7846,2920,2512,408,14600
ST03,8/23/2022,4290,1624,1240,384,8120
ST03,8/24/2022,9816,6103,4641,1462,30515
ST03,8/25/2022,5281,957,725,232,4785
ST03,8/26/2022,9873,3158,2369,789,15790
ST03,8/27/2022,4845,3437,2413,1024,17185
ST03,8/28/2022,7379,6545,4889,1656,32725
ST03,8/29/2022,3312,1618,1327,291,8090
ST03,8/30/2022,3116,1253,1015,238,6265
ST03,8/31/2022,6150,1841,1671,170,9205
ST03,9/1/2022,5857,2762,1990,772,13810
ST03,9/2/2022,7354,6969,6112,857,34845
ST03,9/3/2022,8416,5491,4247,1244,27455
ST03,9/4/2022,8010,5107,3816,1291,25535
ST03,9/5/2022,3280,2787,2517,270,13935
ST03,9/6/2022,3531,511,432,79,2555
ST03,9/7/2022,4019,1254,1151,103,6270
ST03,9/8/2022,6526,3457,2443,1014,17285
ST03,9/9/2022,4941,1949,1517,432,9745
ST03,9/10/2022,4448,598,441,157,2990
ST03,9/11/2022,3706,2201,1749,452,11005
ST03,9/12/2022,9528,4750,3558,1192,23750
ST03,9/13/2022,5162,2186,1864,322,10930
ST03,9/14/2022,6945,2368,1728,640,11840
ST03,9/15/2022,4909,1553,1139,414,7765
ST03,9/16/2022,3685,842,772,70,4210
ST03,9/17/2022,3562,1636,1315,321,8180
ST03,9/18/2022,9823,3724,3377,347,18620
ST03,9/19/2022,5084,3131,2634,497,15655
ST03,9/20/2022,3537,2310,1687,623,11550
ST03,9/21/2022,4184,3368,3094,274,16840
ST03,9/22/2022,3016,1462,1215,247,7310
ST03,9/23/2022,5029,3735,2664,1071,18675
ST03,9/24/2022,3960,3114,2690,424,15570
ST03,9/25/2022,5280,4829,4267,562,24145
ST03,9/26/2022,9302,2183,1801,382,10915
ST03,9/27/2022,3056,904,826,78,4520
ST03,9/28/2022,6818,5444,3964,1480,27220
ST03,9/29/2022,6834,5063,3577,1486,25315
ST03,9/30/2022,9602,3518,2474,1044,17590
ST03,10/1/2022,9480,5682,4052,1630,28410
ST03,10/2/2022,8705,1713,1379,334,8565
ST03,10/3/2022,5128,3449,2627,822,17245
ST03,10/4/2022,4707,3267,2316,951,16335
ST03,10/5/2022,7750,3855,3058,797,19275
ST03,10/6/2022,6237,1743,1375,368,8715
ST03,10/7/2022,9269,8532,6152,2380,42660
ST03,10/8/2022,4091,851,645,206,4255
ST03,10/9/2022,9978,4308,3379,929,21540
ST03,10/10/2022,8388,6491,5343,1148,32455
ST03,10/11/2022,8426,1762,1586,176,8810
ST03,10/12/2022,8744,7748,6278,1470,38740
ST03,10/13/2022,4974,3620,2695,925,18100
ST03,10/14/2022,6611,4748,4024,724,23740
ST03,10/15/2022,8534,2287,1830,457,11435
ST03,10/16/2022,7416,941,827,114,4705
ST03,10/17/2022,7338,3139,2822,317,15695
ST03,10/18/2022,6358,1916,1387,529,9580
ST03,10/19/2022,7506,1353,1190,163,6765
ST03,10/20/2022,3294,1962,1758,204,9810
ST03,10/21/2022,3496,1571,1251,320,7855
ST03,10/22/2022,8269,4503,3783,720,22515
ST03,10/23/2022,7912,6054,5537,517,30270
ST03,10/24/2022,8652,5394,4252,1142,26970
ST03,10/25/2022,9104,8230,6380,1850,41150
ST03,10/26/2022,4594,989,745,244,4945
ST03,10/27/2022,3944,3801,2725,1076,19005
ST03,10/28/2022,5928,2570,2011,559,12850
ST03,10/29/2022,7144,3050,2354,696,15250
ST03,10/30/2022,6752,4764,4201,563,23820
ST03,10/31/2022,8612,5409,4736,673,27045
ST03,11/1/2022,6732,3437,2638,799,17185
ST03,11/2/2022,4068,956,718,238,4780
ST03,11/3/2022,5702,4498,3184,1314,22490
ST03,11/4/2022,5137,2620,2169,451,13100
ST03,11/5/2022,6983,6008,5518,490,30040
ST03,11/6/2022,5386,3786,2799,987,18930
ST03,11/7/2022,4005,2794,2417,377,13970
ST03,11/8/2022,7944,6429,5070,1359,32145
ST03,11/9/2022,3645,3446,2631,815,17230
ST03,11/10/2022,9288,7932,6705,1227,39660
ST03,11/11/2022,8084,7767,5785,1982,38835
ST03,11/12/2022,6411,2906,2104,802,14530
ST03,11/13/2022,5565,942,794,148,4710
ST03,11/14/2022,7038,1516,1310,206,7580
ST03,11/15/2022,6036,2906,2109,797,14530
ST03,11/16/2022,6438,3408,2920,488,17040
ST03,11/17/2022,3505,1044,866,178,5220
ST03,11/18/2022,6846,6442,5236,1206,32210
ST03,11/19/2022,9533,7497,6336,1161,37485
ST03,11/20/2022,6982,5695,4133,1562,28475
ST03,11/21/2022,6222,5836,4091,1745,29180
ST03,11/22/2022,8804,6099,5474,625,30495
ST03,11/23/2022,9356,5327,4015,1312,26635
ST03,11/24/2022,4380,3672,2940,732,18360
ST03,11/25/2022,6170,5542,4962,580,27710
ST03,11/26/2022,7899,7652,6481,1171,38260
ST03,11/27/2022,7906,1040,930,110,5200
ST03,11/28/2022,9461,8876,7031,1845,44380
ST03,11/29/2022,3883,1066,888,178,5330
ST03,11/30/2022,3367,2804,2491,313,14020
ST03,12/1/2022,5035,3645,3048,597,18225
ST03,12/2/2022,3120,1667,1172,495,8335
ST03,12/3/2022,9282,6080,5160,920,30400
ST03,12/4/2022,4110,2721,2004,717,13605
ST03,12/5/2022,9614,7710,7012,698,38550
ST03,12/6/2022,9895,3275,2693,582,16375
ST03,12/7/2022,3810,1474,1340,134,7370
ST03,12/8/2022,8723,7672,5587,2085,38360
ST03,12/9/2022,5662,5526,4933,593,27630
ST03,12/10/2022,5966,4617,3625,992,23085
ST03,12/11/2022,6234,4711,4184,527,23555
ST03,12/12/2022,3240,1210,1022,188,6050
ST03,12/13/2022,3886,1811,1518,293,9055
ST03,12/14/2022,8115,3025,2773,252,15125
ST03,12/15/2022,8541,4276,3189,1087,21380
ST03,12/16/2022,5150,3767,3080,687,18835
ST03,12/17/2022,9092,3881,3358,523,19405
ST03,12/18/2022,4455,2387,2188,199,11935
ST03,12/19/2022,7648,5548,4332,1216,27740
ST03,12/20/2022,3530,2880,2344,536,14400
ST03,12/21/2022,8290,4363,3804,559,21815
ST03,12/22/2022,4075,812,732,80,4060
ST03,12/23/2022,6999,3606,3171,435,18030
ST03,12/24/2022,8830,2251,1821,430,11255
ST03,12/25/2022,6889,4800,4086,714,24000
ST03,12/26/2022,8280,3901,3558,343,19505
ST03,12/27/2022,8220,3723,3382,341,18615
ST03,12/28/2022,5007,2249,1945,304,11245
ST03,12/29/2022,9727,8198,6387,1811,40990
ST03,12/30/2022,3952,2228,1934,294,11140
ST03,12/31/2022,9066,2565,1826,739,12825
ST04,1/1/2022,5434,3638,3209,429,18190
ST04,1/2/2022,6288,4696,3310,1386,23480
ST04,1/3/2022,4105,1906,1396,510,9530
ST04,1/4/2022,8542,7303,6151,1152,36515
ST04,1/5/2022,9693,8225,6100,2125,41125
ST04,1/6/2022,7582,1959,1487,472,9795
ST04,1/7/2022,3840,3513,2567,946,17565
ST04,1/8/2022,7935,3227,2945,282,16135
ST04,1/9/2022,5625,1931,1379,552,9655
ST04,1/10/2022,9346,9054,8037,1017,45270
ST04,1/11/2022,4810,2664,1896,768,13320
ST04,1/12/2022,7309,6766,5983,783,33830
ST04,1/13/2022,5261,4656,3783,873,23280
ST04,1/14/2022,7203,3467,2730,737,17335
ST04,1/15/2022,4036,2026,1693,333,10130
ST04,1/16/2022,7360,1023,770,253,5115
ST04,1/17/2022,7096,2930,2391,539,14650
ST04,1/18/2022,6069,720,550,170,3600
